"locus_tag","gene_name","function","logFC","logCPM","PValue","q.value","UniprotID"
"ABUW_3209","ABUW_3209","LysR-family transcriptional regulator",-3.92095361410263,2.36430765073839,0.140914472789689,0.859633558125512,"WP_000421129.1"
"ABUW_3210","ABUW_3210","hypothetical protein",-2.66815201489759,2.02866003665375,0.500635399121533,1,"no data"
"ABUW_3214","gcdH","glutaryl-CoA dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3216","ABUW_3216","zinc-binding dehydrogenase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000843791.1"
"ABUW_3222","nadA","quinolinate synthetase complex, A subunit",-5.52021775113036,3.16770858258719,0.0196456920925187,0.41474238861984,"WP_001278262.1"
"ABUW_3223","argJ","glutamate N-acetyltransferase/amino-acid acetyltransferase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000268130.1"
"ABUW_3224","ogt","6-O-methylguanine-DNA methyltransferase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_3227","pcoB","copper resistance protein B",-1.33603159396089,2.50680771385111,0.455228547984875,1,"no data"
"ABUW_3228","pcoA","copper resistance protein A",-5.05237580016513,2.89636135820062,0.0630652273407527,0.692701831106436,"no data"
"ABUW_3229","ABUW_3229","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000174928.1"
"ABUW_3232","ABUW_3232","hypothetical protein",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_000843451.1"
"ABUW_3233","fghA","S-formylglutathione hydrolase",-4.8037322017688,2.76507287290779,0.0246413169708253,0.462404960440179,"WP_001176408.1"
"ABUW_3234","ABUW_3234","hypothetical protein",-3.00052531572303,2.08563562414824,0.580724417838834,1,"WP_000566251.1"
"ABUW_3235","ABUW_3235","hypothetical protein",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000551171.1"
"ABUW_3240","ABUW_3240","FilF",-2.24462459705672,1.94313126407536,0.999999999999999,1,"WP_001035109.1"
"ABUW_3241","filE","FilE",-3.31042197200608,2.17535133695042,0.250953098682292,1,"WP_052692485.1"
"ABUW_3242","fadL","FilD",-2.92839465063697,2.06771563730934,0.58503374772716,1,"no data"
"ABUW_3243","filC","FilC",-3.02375271434534,2.08825739610137,0.500635399121533,1,"no data"
"ABUW_3245","ABUW_3245","FilA",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000781588.1"
"ABUW_3246","pabB","P-aminobenzoate synthetase PabB",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3247","hisC","histidinol-phosphate aminotransferase",-3.92715039954871,2.37044986289737,0.138058712833988,0.859633558125512,"WP_000218880.1"
"ABUW_3248","hisD","histidinol dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"WP_001253727.1"
"ABUW_3249","hisG","ATP phosphoribosyltransferase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_001000724.1"
"ABUW_3252","raiA","ribosomal subunit interface protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_001167461.1"
"ABUW_3253","rpoN","RNA polymerase sigma-54 factor",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_3262","ABUW_3262","carbon-nitrogen hydrolase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000177091.1"
"ABUW_3263","ABUW_3263","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000266123.1"
"ABUW_3264","ABUW_3264","transcriptional regulator OhrR",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000371731.1"
"ABUW_3265","ABUW_3265","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000051122.1"
"ABUW_3266","ABUW_3266","general secretory pathway protein E",1.17403068037364,1.95482860834577,0.999999999999975,1,"no data"
"ABUW_3267","ABUW_3267","hypothetical protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000462729.1"
"ABUW_3269","ABUW_3269","hypothetical protein",-2.13440024587223,2.84108885977045,0.246422341781409,1,"WP_000276867.1"
"ABUW_3275","ppx","exopolyphosphatase",-2.64799670663777,2.00462153746236,0.57493654348423,1,"WP_001279275.1"
"ABUW_3282","ABUW_3282","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001207236.1"
"ABUW_3283","ABUW_3283","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000639559.1"
"ABUW_3286","ABUW_3286","major facilitator superfamily MFS_1",-3.25837895755586,2.14458028205954,0.52958601610347,1,"no data"
"ABUW_3288","ABUW_3288","glutathione S-transferase",-2.24594222432516,1.94313126407536,1,1,"WP_000566579.1"
"ABUW_3291","ABUW_3291","acyl-CoA synthase",-4.05380387384143,2.4183427871864,0.169383722108021,0.929470244058453,"WP_000253062.1"
"ABUW_3294","ABUW_3294","protein in PtsN-ptsO intergenic region",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_3299","ABUW_3299","DNA uptake protein",-5.19681331114575,2.97694253403171,0.0459707344917613,0.608574471967827,"WP_001200131.1"
"ABUW_3300","ABUW_3300","MazG family protein",-5.45888266185532,3.13170711092667,0.0249488170810255,0.462465877599498,"no data"
"ABUW_3302","relA","GTP pyrophosphokinase (ppGpp synthetase I)",-2.66815201489759,2.02866003665375,0.500635399121533,1,"no data"
"ABUW_3303","rumA","23S rRNA (uracil-5-)-methyltransferase RumA",-2.80070516493018,2.04062523117975,0.581449358066135,1,"no data"
"ABUW_3304","ABUW_3304","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001212165.1"
"ABUW_3308","ABUW_3308","3-hydroxyisobutyrate dehydrogenase",-3.77807481606049,2.33835222677926,0.139192406890673,0.859633558125512,"WP_001008361.1"
"ABUW_3310","ABUW_3310","hypothetical protein",-2.2472627781183,1.94313126407536,1,1,"no data"
"ABUW_3312","pntB","NAD(P) transhydrogenase subunit beta",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_3315","ABUW_3315","integral membrane protein, DUF6",-1.47650815239268,1.8197112660932,1,1,"WP_000703589.1"
"ABUW_3317","ABUW_3317","major facilitator superfamily MFS_1",-1.47650815239268,1.8197112660932,1,1,"WP_000106691.1"
"ABUW_3320","copB","copper resistance protein B",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3321","copA","copper resistance protein A",-3.84433210182982,2.33908235014552,0.1936488073602,1,"no data"
"ABUW_3323","copR","transcriptional activator protein CusR",-2.6667300577192,2.00732051655534,0.500635399121533,1,"no data"
"ABUW_3324","copS","sensor kinase CusS",-3.70972279195836,2.28158144603511,0.153153852658945,0.868633791199986,"no data"
"ABUW_3325","actP1","copper-translocating P-type ATPase",-3.98553252608588,2.40521487682058,0.0974207091808367,0.828315723780051,"no data"
"ABUW_3327","copD","copper resistance D",0.774374806351842,2.28852235048453,1,1,"no data"
"ABUW_3328","ABUW_3328","phage/plasmid-related protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000930100.1"
"ABUW_3333","ABUW_3333","hypothetical protein",-2.66741811599824,2.01665860795898,0.500635399121533,1,"WP_001993743.1"
"ABUW_3338","ABUW_3338","hypothetical protein",-3.3211388663656,2.18385025792311,0.261050064470789,1,"WP_000838837.1"
"ABUW_3339","ABUW_3339","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000170388.1"
"ABUW_3341","ABUW_3341","chorismate mutase family protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000534868.1"
"ABUW_3342","dusA","tRNA-dihydrouridine synthase A",-3.54820233879253,2.23594958403536,0.250953098682292,1,"WP_024432485.1"
"ABUW_3343","ABUW_3343","hypothetical protein",-3.75352687303693,2.31402379592823,0.125953702745073,0.859633558125512,"WP_000587862.1"
"ABUW_3345","ABUW_3345","ThiF family protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000130929.1"
"ABUW_3347","ABUW_3347","hydrolase, TatD family",-1.47650815239268,1.8197112660932,1,1,"WP_000549985.1"
"ABUW_3348","ABUW_3348","hypothetical protein",-3.08327302811414,2.12013854788729,0.527622805950456,1,"WP_000958109.1"
"ABUW_3350","prfC","peptide chain release factor 3",-3.95013859294734,2.39398614147551,0.141805446061623,0.859633558125512,"no data"
"ABUW_3351","ABUW_3351","heme oxygenase-like protein",-4.33694816007368,2.53889864297135,0.0630990420376015,0.692701831106436,"WP_000037364.1"
"ABUW_3353","ABUW_3353","putative transcriptional regulator",-2.60584312866429,1.99055417797053,0.549447612441794,1,"WP_000122215.1"
"ABUW_3354","ABUW_3354","ggdef domain/eal domain protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000510213.1"
"ABUW_3355","ilvC","ketol-acid reductoisomerase",-3.30486858570542,2.14887709056499,0.25363415770963,1,"WP_001165443.1"
"ABUW_3356","ilvN","acetolactate synthase, small subunit",-1.47650815239268,1.8197112660932,1,1,"WP_001215920.1"
"ABUW_3357","ilvB","acetolactate synthase, large subunit",-0.710087255681772,3.33358922459321,0.464335805216446,1,"no data"
"ABUW_3362","ABUW_3362","efflux transporter, RND family, MFP subunit",-1.47650815239268,1.8197112660932,1,1,"WP_001124213.1"
"ABUW_3363","macB","macrolide export ATP-binding/permease protein MacB",-4.6908635198942,2.70684468031288,0.039648608287479,0.587460834512234,"no data"
"ABUW_3364","ABUW_3364","RND efflux system, outer membrane lipoprotein, NodT family",-3.480806987606,2.21677518970363,0.379248216195796,1,"no data"
"ABUW_3366","ABUW_3366","hypothetical protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001191565.1"
"ABUW_3374","ABUW_3374","outer membrane assembly lipoprotein YfgL",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_3380","ABUW_3380","radical SAM enzyme, Cfr family",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3383","ABUW_3383","putative phosphatidylglycerophosphatase B",-2.76688390389694,3.14921501286554,0.0588681390307091,0.692701831106436,"WP_000669565.1"
"ABUW_3384","ABUW_3384","glycosyl transferase, group 1 family protein",1.17368474346874,1.95970482474818,0.999999999999975,1,"WP_001991191.1"
"ABUW_3387","ABUW_3387","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000191936.1"
"ABUW_3390","gapN","aldehyde dehydrogenase",-0.0156431909191181,2.14143302312795,1,1,"no data"
"ABUW_3394","edd","phosphogluconate dehydratase",-2.92859417677225,2.06771563730934,0.584634426259583,1,"WP_000365488.1"
"ABUW_3396","pta","phosphate acetyltransferase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_001092295.1"
"ABUW_3399","ABUW_3399","hypothetical protein",-4.39505558230162,2.57039254135223,0.0641333205509604,0.692701831106436,"WP_001269736.1"
"ABUW_3402","tig","trigger factor",-4.61110934032914,2.66752502141967,0.0555275084554399,0.689571336890102,"WP_001198432.1"
"ABUW_3403","ABUW_3403","TonB-dependent receptor",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000052885.1"
"ABUW_3404","piuC","iron uptake factor",-2.19044293082581,1.90814917360387,0.999999999999975,1,"no data"
"ABUW_3405","leuA","2-isopropylmalate synthase",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000978841.1"
"ABUW_3406","metX","homoserine O-acetyltransferase",-3.54927220157462,2.25068256270946,0.250953098682292,1,"no data"
"ABUW_3407","metW","methionine biosynthesis protein MetW",2.65143085576737,1.87913563580981,0.999999999999975,1,"WP_001217230.1"
"ABUW_3409","rdgB","non-canonical purine NTP pyrophosphatase, HAM1 family",-3.02375271434534,2.08825739610137,0.500635399121533,1,"WP_000106715.1"
"ABUW_3410","ABUW_3410","hypothetical protein",-4.30067219902647,2.52300724684174,0.115924080054286,0.859633558125512,"WP_001196409.1"
"ABUW_3412","tatB","Sec-independent protein translocase protein",-1.06691737032177,2.64507765918401,1,1,"WP_000887761.1"
"ABUW_3414","ABUW_3414","alkaline phosphatase",-3.02375271434534,2.08825739610137,0.500635399121533,1,"WP_000205448.1"
"ABUW_3415","ABUW_3415","phosphatase domain-containing protein",-1.47650815239268,1.8197112660932,1,1,"WP_000138000.1"
"ABUW_3416","ABUW_3416","hypothetical protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000335018.1"
"ABUW_3428","ABUW_3428","transcriptional regulator, TetR family",-3.00053559705498,2.08563562414824,0.580662648844637,1,"WP_000056618.1"
"ABUW_3429","calB","aldehyde dehydrogenase",-3.25829278035555,2.14458028205954,0.529663290795656,1,"no data"
"ABUW_3432","ABUW_3432","monovalent cation transporter",-3.77448301184143,2.33056786236929,0.14389477700761,0.859633558125512,"WP_001119808.1"
"ABUW_3434","ABUW_3434","hypothetical protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_002027464.1"
"ABUW_3439","ABUW_3439","hypothetical protein",-3.75153886452169,2.30617017737496,0.129177597322993,0.859633558125512,"WP_000265761.1"
"ABUW_3440","topA","DNA topoisomerase I",-2.6667300577192,2.00732051655534,0.500635399121533,1,"WP_000024269.1"
"ABUW_3441","ABUW_3441","hypothetical protein",1.45822293216171,2.1291280549621,0.581664058974526,1,"WP_000368721.1"
"ABUW_3443","ABUW_3443","alcohol dehydrogenase, zinc-binding",-1.07653529841599,2.40376931869477,0.648944470710725,1,"WP_000648641.1"
"ABUW_3445","uup","ABC transporter ATP-binding protein uup",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3449","dctA","C4-dicarboxylate transport protein",-3.38620305976262,3.55949562885364,0.00961733831534805,0.277458500216573,"WP_000267738.1"
"ABUW_3450","ABUW_3450","endonuclease/exonuclease/phosphatase",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_000639214.1"
"ABUW_3453","ABUW_3453","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000967566.1"
"ABUW_3456","ABUW_3456","helix-turn-helix-domain containing protein, AraC type",-4.96484339956389,2.84843460464442,0.0651655813945768,0.692701831106436,"WP_002009591.1"
"ABUW_3458","ABUW_3458","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000724608.1"
"ABUW_3460","leuB","3-isopropylmalate dehydrogenase",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000043186.1"
"ABUW_3461","ABUW_3461","hypothetical protein",-3.00474179465853,2.07220617278912,0.51071986720227,1,"WP_001984507.1"
"ABUW_3462","leuD","3-isopropylmalate dehydratase, small subunit",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_000649450.1"
"ABUW_3463","leuC","3-isopropylmalate dehydratase, large subunit",-3.54820233879253,2.23594958403536,0.250953098682292,1,"WP_000907603.1"
"ABUW_3464","ABUW_3464","hypothetical protein",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000244900.1"
"ABUW_3465","ABUW_3465","transcriptional regulator, LysR family",-3.31042197200608,2.17535133695042,0.250953098682292,1,"WP_001046500.1"
"ABUW_3466","ABUW_3466","HAD-superfamily subfamily IB hydrolase",-3.73377552595292,2.28950348802291,0.139981712703215,0.859633558125512,"WP_000761586.1"
"ABUW_3468","ptsP","phosphoenolpyruvate-protein phosphotransferase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000880358.1;WP_000069121.1"
"ABUW_3469","katG","catalase/peroxidase HPI",-2.60615256446627,1.99055417797053,0.549052656876465,1,"WP_000064284.1"
"ABUW_3472","ABUW_3472","hypothetical protein",-3.28362550985356,2.16172733879363,0.371594772829165,1,"WP_000232918.1"
"ABUW_3475","ABUW_3475","HAD-superfamily hydrolase",-3.00050823996826,2.08563562414824,0.580827101303326,1,"WP_000054122.1"
"ABUW_3477","ABUW_3477","hypothetical protein",-3.35282077891556,3.50951944108959,0.0117954438139983,0.303882620292839,"WP_031944407.1"
"ABUW_3479","ABUW_3479","acyl-CoA synthase",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000084318.1"
"ABUW_3484","ABUW_3484","putative oxygen-independent coproporphyrinogen III oxidase",-2.6376285672281,3.37079528146183,0.363303066292554,1,"no data"
"ABUW_3486","abeM","multidrug efflux pump",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000073358.1"
"ABUW_3487","ABUW_3487","acyl-CoA dehydrogenase-family protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000205418.1"
"ABUW_3488","ABUW_3488","acyl-CoA dehydrogenase-family protein",-3.31042197200608,2.17535133695042,0.250953098682292,1,"WP_000202662.1"
"ABUW_3489","ABUW_3489","hypothetical protein",-3.02482779952046,2.10423523481099,0.500635399121533,1,"WP_001096920.1"
"ABUW_3491","ABUW_3491","type III effector HopPmaJ",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000046492.1"
"ABUW_3493","ABUW_3493","hypothetical protein",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000084236.1"
"ABUW_3495","ABUW_3495","methyltransferase superfamily",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_012300756.1"
"ABUW_3496","ABUW_3496","hypothetical protein",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_001138289.1"
"ABUW_3497","ABUW_3497","beta-lactamase domain protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000942277.1"
"ABUW_3499","ABUW_3499","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000887662.1"
"ABUW_3501","ABUW_3501","hypothetical protein",-5.17719235598861,2.96712711265354,0.0724178922858342,0.698781864648296,"WP_000248028.1"
"ABUW_3505","corC","magnesium and cobalt efflux protein CorC",-3.02302114057013,2.07668969307027,0.500635399121533,1,"no data"
"ABUW_3508","ABUW_3508","hypothetical protein",-2.24858719054619,1.94313126407536,0.999999999999999,1,"WP_000643174.1"
"ABUW_3510","gspF","general secretion pathway protein F",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001112087.1"
"ABUW_3512","ABUW_3512","glutathione-regulated potassium-efflux system protein KefB",-3.78829981429353,2.34223516304265,0.143346147116197,0.859633558125512,"WP_000008979.1"
"ABUW_3517","ABUW_3517","magnesium Mg(2+)/cobalt Co(2+) transport protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001198550.1"
"ABUW_3525","pap","polyphosphate-AMP phosphotransferase",-3.72035695537268,2.2974012399006,0.195716483268707,1,"no data"
"ABUW_3528","ABUW_3528","hypothetical protein",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000269703.1"
"ABUW_3529","ubiB","2-octaprenylphenol hydroxylase of ubiquinone biosynthetic pathway",-2.19044293082581,1.90814917360387,0.999999999999975,1,"no data"
"ABUW_3530","ABUW_3530","oxidoreductase",-3.73110723635426,2.29192368811056,0.144243927788197,0.859633558125512,"WP_000856585.1"
"ABUW_3531","hisIE","phosphoribosyl (-ATP,-AMP) pyrophosphohydrolase/cyclohydrolase",-3.84435309778469,2.33908235014552,0.193610226825927,1,"WP_001066569.1"
"ABUW_3532","ABUW_3532","putative DNA helicase",-4.24399767293042,2.5027207954615,0.0992714263480921,0.828315723780051,"WP_000065140.1"
"ABUW_3533","ABUW_3533","putative ATP binding site",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000764528.1"
"ABUW_3545","ABUW_3545","",-2.66599686960331,1.99525067589503,0.999999999999975,1,"no data"
"ABUW_3547","secG","preprotein translocase iisp family auxillary membrane component",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000555570.1"
"ABUW_3549","pilB","type IV-A pilus assembly ATPase PilB",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_001274987.1"
"ABUW_3550","pilC","pilin biogenesis protein",-3.72036451309662,2.2974012399006,0.195684478039591,1,"no data"
"ABUW_3553","ABUW_3553","integral membrane protein DUF6",4.15599663294024,12.4752496191158,0.000421950464020961,0.0256545882124744,"WP_000075011.1"
"ABUW_3554","ABUW_3554","RNA methyltransferase, TrmH family, group 3",-2.6667300577192,2.00732051655534,0.500635399121533,1,"no data"
"ABUW_3555","ABUW_3555","hypothetical protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000099685.1"
"ABUW_3556","ABUW_3556","tetratricopeptide repeat domain protein",-3.30969164475065,2.16427618138815,0.250953098682292,1,"WP_000753277.1"
"ABUW_3557","recN","DNA repair protein RecN",-3.31042197200608,2.17535133695042,0.250953098682292,1,"WP_000955425.1"
"ABUW_3558","ABUW_3558","hypothetical protein",-2.6064628236207,1.99055417797053,0.548658894937655,1,"WP_001979301.1"
"ABUW_3559","ABUW_3559","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_3562","ABUW_3562","putative fusaric acid resistance protein",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_000925020.1"
"ABUW_3564","alkB","DNA repair system",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3568","uvrC","excinuclease ABC, C subunit (EsvL)",-2.37669110241276,2.93712519078794,0.152943824257449,0.868633791199986,"WP_012300759.1"
"ABUW_3571","ABUW_3571","lipoprotein, putative",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000916692.1"
"ABUW_3572","fadB","fatty oxidation complex, alpha subunit FadB",-2.6067739817854,1.99055417797053,0.548266231326041,1,"WP_000580942.1"
"ABUW_3573","fadA","acetyl-CoA C-acyltransferase FadA",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000212712.1"
"ABUW_3575","ABUW_3575","hypothetical protein",-3.00525590984203,2.07220617278912,0.510386501056821,1,"WP_002018090.1"
"ABUW_3578","ABUW_3578","DSBA oxidoreductase",-3.93573593208171,2.3803563690005,0.140687108242939,0.859633558125512,"WP_001261850.1"
"ABUW_3579","ABUW_3579","hypothetical protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000846679.1"
"ABUW_3580","ABUW_3580","hypothetical protein",-0.923263640729695,2.33642249894706,0.691210372581072,1,"WP_002014580.1"
"ABUW_3581","htpG","chaperone protein HtpG",-3.94769539441911,2.39164369061558,0.140285018750184,0.859633558125512,"WP_001294933.1"
"ABUW_3584","ABUW_3584","Na+/H+ antiporter NhaC",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000994934.1"
"ABUW_3586","ABUW_3586","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000996189.1"
"ABUW_3587","ABUW_3587","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001034851.1"
"ABUW_3588","ABUW_3588","lipoprotein, putative",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000738603.1"
"ABUW_3597","ABUW_3597","",-6.42398333689587,3.7779858210468,0.00183736708969743,0.0810421608177374,"no data"
"ABUW_3598","tuf2","translation elongation factor Tu",-1.6563793883659,5.29750016265739,0.10408004253194,0.828315723780051,"no data"
"ABUW_3603","trpE","anthranilate synthase component I",-5.42582341358648,3.11528434774966,0.0569310414824793,0.692281464426948,"WP_000209090.1"
"ABUW_3604","gph","phosphoglycolate phosphatase, bacterial",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3606","gspD","general secretion pathway protein D",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_001196426.1"
"ABUW_3607","ABUW_3607","general secretion pathway protein",-3.30969164475065,2.16427618138815,0.250953098682292,1,"WP_000870031.1"
"ABUW_3612","ABUW_3612","hypothetical protein",-2.24991623767832,1.94313126407536,0.999999999999994,1,"WP_001230201.1"
"ABUW_3615","algR","alginate biosynthesis regulatory protein",-3.02448465198839,2.09979049835399,0.500635399121533,1,"no data"
"ABUW_3616","algZ","alginate biosynthesis protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3619","phoU","phosphate transport system regulatory protein PhoU",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000075183.1"
"ABUW_3620","tolC","type I secretion outer membrane protein",-5.32651754777901,3.05199909125944,0.0315267624515084,0.534728896721217,"no data"
"ABUW_3621","ABUW_3621","permease",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000626455.1"
"ABUW_3622","ABUW_3622","transcriptional regulator",-3.0279383187501,2.09717168726534,0.506402191673381,1,"WP_000998520.1"
"ABUW_3623","ABUW_3623","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000722631.1"
"ABUW_3624","thiC","thiamine biosynthesis protein ThiC",-2.92879403973742,2.06771563730934,0.584236444820854,1,"WP_001072861.1"
"ABUW_3625","ABUW_3625","pseudogene",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no_data"
"ABUW_3627","dksA","DnaK suppressor protein",-1.47650815239268,1.8197112660932,1,1,"WP_001262524.1"
"ABUW_3628","ABUW_3628","glutamyl-tRNA synthetase",-2.60708611950938,1.99055417797053,0.547874566736208,1,"no data"
"ABUW_3632","feoB","ferrous iron transport protein B",-5.03871052156282,2.8881079951353,0.0661508038226661,0.692701831106436,"no data"
"ABUW_3634","xerD","tyrosine recombinase XerD",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000608735.1"
"ABUW_3635","dsbC1","thiol:disulfide interchange protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_3636","hom","homoserine dehydrogenase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_3637","thrC","threonine synthase",-0.379637396929399,2.21268723143965,0.999999999999998,1,"WP_000063593.1"
"ABUW_3640","pilS","sensor protein histidine kinase",-3.92380571739034,2.35671100960114,0.130863514439901,0.859633558125512,"no data"
"ABUW_3641","pilR","type 4 fimbriae expression regulatory protein PilR",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_3646","pepA","cytosol aminopeptidase",-1.52694035271606,2.57108539092904,0.327296471218379,1,"no data"
"ABUW_3650","ribE","riboflavin synthase, alpha subunit",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001007829.1"
"ABUW_3651","ABUW_3651","site-specific DNA-methyltransferase",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_001083669.1"
"ABUW_3653","nrdR","transcriptional regulator NrdR",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000543541.1"
"ABUW_3654","amt","ammonium transporter",-3.75245984359632,2.29981772250951,0.125953702745073,0.859633558125512,"no data"
"ABUW_3657","ABUW_3657","pseudogene",-2.66634068692184,1.99993980282557,0.500635399121533,1,"no_data"
"ABUW_3658","ABUW_3658","hypothetical protein",-1.88616038653079,2.7278565385997,0.399746497345496,1,"WP_001144958.1"
"ABUW_3661","ABUW_3661","ISPpu12 transposase",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_000137809.1"
"ABUW_3664","cadA","heavy metal detoxification protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_3665","cadR","transcriptional regulator-like protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001219642.1"
"ABUW_3666","ABUW_3666","pseudogene",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no_data"
"ABUW_3667","arsC2","arsenate reductase",-3.31879697036224,2.17280583618336,0.292575039542343,1,"no data"
"ABUW_3670","arsB","arsenical-resistance protein",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_001986574.1;WP_000068656.1"
"ABUW_3671","arsH","arsenical resistance protein ArsH",-2.66741811599824,2.01665860795898,0.500635399121533,1,"WP_000174605.1"
"ABUW_3673","trkA","FAD-dependent pyridine nucleotide-disulfide oxidoreductase",-3.00576918278427,2.07220617278912,0.51005664060174,1,"no data"
"ABUW_3674","ABUW_3674","hypothetical protein",-5.62492950877667,3.23377749777702,0.0171272110744931,0.377295084539558,"WP_005116093.1"
"ABUW_3675","ABUW_3675","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_002024550.1"
